ano,id_municipio,area,desmatado,incremento,floresta,nuvem,nao_observado,nao_floresta,hidrografia
2001,1100304,11584,1357,37.5,8535.8,0,3.9,1685.8,1.5
2002,1100304,11584,1386.2,29.1,8506.6,0,3.9,1685.8,1.5
2003,1100304,11584,1478.1,92,8414.7,0,3.9,1685.8,1.5
2004,1100304,11584,1560,81.8,8332.8,0,3.9,1685.8,1.5
2005,1100304,11584,1618.5,58.5,8274.3,0,3.9,1685.8,1.5
2006,1100304,11584,1638.5,20.1,8253,1.3,3.9,1685.8,1.5
2007,1100304,11584,1654.7,16.1,8238.2,0,3.8,1685.8,1.5
2008,1100304,11584,1715.3,60.7,8177.5,0,3.9,1685.8,1.5
2009,1100304,11584,1721.4,6.1,8060.9,110.5,3.9,1685.8,1.5
2010,1100304,11584,1730.2,8.8,8162.7,0,3.8,1685.8,1.5
2011,1100304,11584,1738.2,8,8154.7,0,3.8,1685.8,1.5
2012,1100304,11584,1747.2,9,8140.2,5.5,3.8,1685.8,1.5
2013,1100304,11584,1755,7.8,8137.9,0,3.8,1685.8,1.5
2014,1100304,11584,1762.4,7.4,8130.5,0,3.8,1685.8,1.5
2015,1100304,11584,1778.2,15.8,8118.5,0,0,1685.8,1.5
2016,1100304,11584,1791.9,13.8,8104.8,0,0,1685.8,1.5
2017,1100304,11584,1807,15,8089.7,0,0,1685.8,1.5
2018,1100304,11584,1824.9,17.8,8069.8,2,0,1685.8,1.5
2019,1100304,11584,1850.4,25.5,8046.3,0,0,1685.8,1.5
2020,1100304,11584,1869.5,19.2,8027.2,0,0,1685.8,1.5
2000,1100320,8102,1540.4,,4763.3,0,0.1,1798.2,0
2001,1100320,8102,1658.8,118.3,4644.9,0,0.1,1798.2,0
2002,1100320,8102,1746.5,87.8,4557.2,0,0.1,1798.2,0
2003,1100320,8102,1871.3,124.8,4432.4,0,0.1,1798.2,0
2004,1100320,8102,1962.7,91.4,4341,0,0.1,1798.2,0
2005,1100320,8102,2035.7,73,4268,0,0.1,1798.2,0
2006,1100320,8102,2056.3,20.6,4236.1,11.3,0.1,1798.2,0
2007,1100320,8102,2075.3,19,4228.4,0,0.1,1798.2,0
2008,1100320,8102,2123.9,48.7,4179.8,0,0.1,1798.2,0
2009,1100320,8102,2128.5,4.6,4169,6.2,0.1,1798.2,0
2010,1100320,8102,2132.4,3.9,4167.2,4.1,0.1,1798.2,0
2011,1100320,8102,2139.5,7,4163.9,0.3,0.1,1798.2,0
2012,1100320,8102,2153.3,13.8,4150.4,0,0.1,1798.2,0
2013,1100320,8102,2162,8.7,4088.8,52.9,0.1,1798.2,0
2014,1100320,8102,2173.7,11.7,4130,0,0.1,1798.2,0
2015,1100320,8102,2178.9,5.2,4124.9,0,0,1798.2,0
2016,1100320,8102,2197.5,18.7,4106.3,0,0,1798.2,0
2017,1100320,8102,2209.2,11.7,4094.6,0,0,1798.2,0
2018,1100320,8102,2218.9,9.6,4084.9,0,0,1798.2,0
2019,1100320,8102,2238.1,19.2,4065.7,0,0,1798.2,0
2020,1100320,8102,2260.6,22.5,4043.2,0,0,1798.2,0
2000,1100338,10241,1310.1,,7526.1,0,3.4,1358.1,43.3
2001,1100338,10241,1461.7,151.6,7374.5,0,3.4,1358.1,43.3
2002,1100338,10241,1610.5,148.8,7225.7,0,3.4,1358.1,43.3
2003,1100338,10241,1819.3,208.7,7016.9,0,3.4,1358.1,43.3
2004,1100338,10241,2152.9,333.7,6683.3,0,3.4,1358.1,43.3
2005,1100338,10241,2464.1,311.2,6372.1,0,3.4,1358.1,43.3
2006,1100338,10241,2544.6,80.5,6286.4,5.2,3.4,1358.1,43.3
2007,1100338,10241,2683.6,139,6093.2,58.5,4.3,1358.1,43.3
2008,1100338,10241,2750.5,66.9,6084.5,0,4.6,1358.1,43.3
2009,1100338,10241,2779.8,29.3,6041.9,13,4.9,1358.1,43.3
2010,1100338,10241,2840.6,60.8,5994.8,0,4.2,1358.1,43.3
2011,1100338,10241,2918.2,77.6,5917.3,0,4.1,1358.1,43.3
2012,1100338,10241,2996.2,78,5826,14.5,2.9,1358.1,43.3
2013,1100338,10241,3130.1,133.9,5660.8,45,3.7,1358.1,43.3
2014,1100338,10241,3266.9,136.7,5559.3,10.2,3.2,1358.1,43.3
2015,1100338,10241,3416.1,149.3,5116.8,306.7,0,1358.1,43.3
2016,1100338,10241,3562.8,146.7,5274,0,2.8,1358.1,43.3
2017,1100338,10241,3743.3,180.4,5096.3,0,0,1358.1,43.3
2018,1100338,10241,3894.9,151.6,4873.7,71,0,1358.1,43.3
2019,1100338,10241,4045.5,150.6,4794.1,0,0,1358.1,43.3
2020,1100338,10241,4160.1,114.6,4679.5,0,0,1358.1,43.3
2000,1100346,3060,1204.9,,1035.5,0,0,819.6,0
2001,1100346,3060,1239.1,34.2,1001.3,0,0,819.6,0
2002,1100346,3060,1276.8,37.6,963.6,0,0,819.6,0
2003,1100346,3060,1307.7,31,932.7,0,0,819.6,0
2004,1100346,3060,1323.3,15.6,917.1,0,0,819.6,0
2005,1100346,3060,1354.2,30.9,886.2,0,0,819.6,0
2006,1100346,3060,1357.2,2.9,883.2,0,0,819.6,0
2007,1100346,3060,1361.1,3.9,879.3,0,0,819.6,0
2008,1100346,3060,1368,6.9,872.4,0,0,819.6,0
2009,1100346,3060,1369.4,1.4,870.7,0.3,0,819.6,0
2010,1100346,3060,1370.4,0.9,867.5,2.5,0,819.6,0
2011,1100346,3060,1372.7,2.3,865,2.7,0,819.6,0
2012,1100346,3060,1374.6,1.9,865.5,0.3,0,819.6,0
2013,1100346,3060,1376,1.4,862.3,2.1,0,819.6,0
2014,1100346,3060,1378.4,2.3,862,0,0,819.6,0
2015,1100346,3060,1380,1.6,860.2,0.2,0,819.6,0
2016,1100346,3060,1381.8,1.8,858.6,0,0,819.6,0
2017,1100346,3060,1382.9,1.1,857.5,0,0,819.6,0
2018,1100346,3060,1384.7,1.8,855.6,0,0,819.7,0
2019,1100346,3060,1387.2,2.5,853.1,0,0,819.7,0
2020,1100346,3060,1389.1,1.9,851.2,0,0,819.7,0
2000,1100379,3994,915.9,,2142.7,0,4,917.6,13.8
2001,1100379,3994,975.4,59.5,2083.2,0,4,917.6,13.8
2002,1100379,3994,1029.9,54.5,2028.7,0,4,917.6,13.8
2003,1100379,3994,1094.4,64.5,1964.2,0,4,917.6,13.8
2004,1100379,3994,1168.9,74.6,1889.7,0,4,917.6,13.8
2005,1100379,3994,1221.6,52.7,1837,0,4,917.6,13.8
2006,1100379,3994,1243,21.4,1811.9,3.7,4,917.6,13.8
2007,1100379,3994,1258.5,15.4,1800,0,4.1,917.6,13.8
2008,1100379,3994,1281.1,22.6,1766.3,9.4,5.8,917.6,13.8
2009,1100379,3994,1284.8,3.7,1759.2,12.7,5.9,917.6,13.8
2010,1100379,3994,1287.8,3,1762.1,7,5.7,917.6,13.8
2011,1100379,3994,1296.4,8.6,1760.4,0.3,5.5,917.6,13.8
2012,1100379,3994,1299.5,3.1,1759.4,0.5,3.2,917.6,13.8
2013,1100379,3994,1304.5,5,1754.8,0,3.3,917.6,13.8
2014,1100379,3994,1309.4,5,1749.9,0,3.3,917.6,13.8
2015,1100379,3994,1313.1,3.6,1749.5,0,0,917.6,13.8
2016,1100379,3994,1318.1,5,1742.4,0,2.1,917.6,13.8
2017,1100379,3994,1327.6,9.5,1735,0,0,917.6,13.8
2018,1100379,3994,1335.2,7.6,1727.4,0,0,917.6,13.8
2019,1100379,3994,1345.6,10.5,1717,0,0,917.6,13.8
2020,1100379,3994,1358.3,12.6,1703.4,0.9,0,917.6,13.8
2000,1100403,2683,1167.9,,1496.6,0,0.1,0.8,17.6
2001,1100403,2683,1204.3,36.3,1460.2,0,0.1,0.8,17.6
2002,1100403,2683,1296.6,92.4,1367.9,0,0.1,0.8,17.6
2003,1100403,2683,1341.2,44.6,1323.3,0,0.1,0.8,17.6
2004,1100403,2683,1429.1,87.9,1235.4,0,0.1,0.8,17.6
2005,1100403,2683,1543.3,114.1,1121.2,0,0.1,0.8,17.6
2006,1100403,2683,1577.9,34.6,1085.7,0.9,0.1,0.8,17.6
2007,1100403,2683,1637.6,59.8,1026.9,0,0.1,0.8,17.6
2008,1100403,2683,1652.4,14.7,1012.1,0,0.1,0.8,17.6
2009,1100403,2683,1663.6,11.2,1000.9,0,0.1,0.8,17.6
2010,1100403,2683,1672.5,8.9,992,0,0.1,0.8,17.6
2011,1100403,2683,1688.3,15.8,976.2,0,0.1,0.8,17.6
2012,1100403,2683,1701.9,13.6,962.6,0,0.1,0.8,17.6
2013,1100403,2683,1729.6,27.8,934.9,0,0.1,0.8,17.6
2014,1100403,2683,1743.8,14.2,920.7,0,0.1,0.8,17.6
2015,1100403,2683,1767.4,23.6,897.2,0,0,0.8,17.6
2016,1100403,2683,1814.5,47.2,850.1,0,0,0.8,17.6
2017,1100403,2683,1868.1,53.6,796.5,0,0,0.8,17.6
2018,1100403,2683,1935.3,67,729.3,0,0,0.8,17.6
2019,1100403,2683,1982.2,46.9,682.4,0,0,0.8,17.6
2020,1100403,2683,2023.8,41.5,640.8,0,0,0.8,17.6
2000,1100452,3315,1166.3,,2143.8,0,0,4.8,0.1
2001,1100452,3315,1286.3,120,2023.8,0,0,4.8,0.1
2002,1100452,3315,1458.9,172.6,1851.2,0,0,4.8,0.1
2003,1100452,3315,1540.8,82,1769.3,0,0,4.8,0.1
2004,1100452,3315,1777.9,237.1,1532.2,0,0,4.8,0.1
2005,1100452,3315,1952.8,174.9,1357.3,0,0,4.8,0.1
2006,1100452,3315,2016.9,64.1,1293.2,0,0,4.8,0.1
2007,1100452,3315,2134.3,117.4,1175.8,0,0,4.8,0.1
2008,1100452,3315,2155.1,20.8,1155,0,0,4.8,0.1
2009,1100452,3315,2171.9,16.8,1138.2,0,0,4.8,0.1
2010,1100452,3315,2206.3,34.4,1098.1,5.7,0,4.8,0.1
2011,1100452,3315,2249.6,43.2,1060.5,0,0,4.8,0.1
2012,1100452,3315,2271.8,22.2,1038.3,0,0,4.8,0.1
2013,1100452,3315,2323,51.2,987.1,0,0,4.8,0.1
2014,1100452,3315,2380.5,57.6,929.6,0,0,4.8,0.1
2015,1100452,3315,2435.4,54.9,850,24.7,0,4.8,0.1
2016,1100452,3315,2518.5,83.1,791.6,0,0,4.8,0.1
2017,1100452,3315,2586.5,68,723.6,0,0,4.8,0.1
2018,1100452,3315,2632,45.6,678.1,0,0,4.8,0.1
2019,1100452,3315,2663.8,31.8,646.3,0,0,4.8,0.1
2020,1100452,3315,2702.7,38.9,607.4,0,0,4.8,0.1
2000,1100502,852,679.7,,167.7,0,0,4.6,0
2001,1100502,852,690.9,11.2,156.5,0,0,4.6,0
2002,1100502,852,699.6,8.7,147.8,0,0,4.6,0
2003,1100502,852,717,17.3,130.4,0,0,4.6,0
2004,1100502,852,726.3,9.3,121.1,0,0,4.6,0
2005,1100502,852,737.5,11.2,109.9,0,0,4.6,0
2006,1100502,852,738.4,0.9,109,0,0,4.6,0
2007,1100502,852,738.7,0.4,108.7,0,0,4.6,0
2008,1100502,852,741.8,3,105.6,0,0,4.6,0
2009,1100502,852,742.5,0.7,104.9,0,0,4.6,0
2010,1100502,852,742.8,0.3,96.1,8.5,0,4.6,0
2011,1100502,852,743.4,0.6,104,0,0,4.6,0
2012,1100502,852,743.7,0.3,103.7,0,0,4.6,0
2013,1100502,852,744.1,0.4,103.3,0,0,4.6,0
2014,1100502,852,744.6,0.5,102.8,0,0,4.6,0
2015,1100502,852,745.5,0.9,101.9,0,0,4.6,0
2016,1100502,852,746.8,1.3,100.6,0,0,4.6,0
2017,1100502,852,747.8,1,99.6,0,0,4.6,0
2018,1100502,852,748.6,0.8,98.8,0,0,4.6,0
2019,1100502,852,750,1.4,97.4,0,0,4.6,0
2020,1100502,852,750.6,0.6,96.8,0,0,4.6,0
2000,1100601,1985,1130.1,,813.8,0,0,41.1,0
2001,1100601,1985,1190.3,60.1,753.6,0,0,41.1,0
2002,1100601,1985,1289.6,99.3,654.3,0,0,41.1,0
2003,1100601,1985,1329.2,39.6,614.7,0,0,41.1,0
2004,1100601,1985,1366.2,37,577.7,0,0,41.1,0
2005,1100601,1985,1418.7,52.6,525.2,0,0,41.1,0
2006,1100601,1985,1427.8,9.1,516.1,0,0,41.1,0
2007,1100601,1985,1445.9,18.1,498,0,0,41.1,0
2008,1100601,1985,1452.7,6.9,491.2,0,0,41.1,0
2009,1100601,1985,1455.5,2.8,488.4,0,0,41.1,0
2010,1100601,1985,1456.6,1.1,487.3,0,0,41.1,0
2011,1100601,1985,1457.9,1.3,484.8,1.2,0,41.1,0
2012,1100601,1985,1458.9,1,484.4,0.6,0,41.1,0
2013,1100601,1985,1463.3,4.3,480.6,0,0,41.1,0
2014,1100601,1985,1465.7,2.4,478.2,0,0,41.1,0
2015,1100601,1985,1470.1,4.4,473.8,0,0,41.1,0
2016,1100601,1985,1476.3,6.2,467.6,0,0,41.1,0
2017,1100601,1985,1488.8,12.5,455.1,0,0,41.1,0
2018,1100601,1985,1493.2,4.8,450.7,0,0,41.1,0
2019,1100601,1985,1499.3,6.1,444.6,0,0,41.1,0
2020,1100601,1985,1506.4,7.1,437.5,0,0,41.1,0
2000,1100700,3491,1165.9,,2050.9,0,0,274.2,0
2001,1100700,3491,1237.7,71.8,1979.1,0,0,274.2,0
2002,1100700,3491,1372.1,134.5,1844.7,0,0,274.2,0
2003,1100700,3491,1421.7,49.5,1795.1,0,0,274.2,0
2004,1100700,3491,1549.8,128.2,1667,0,0,274.2,0
2005,1100700,3491,1698.4,148.6,1518.4,0,0,274.2,0
2006,1100700,3491,1731.4,33,1484.8,0.6,0,274.2,0
2007,1100700,3491,1813,81.6,1401.4,2.4,0,274.2,0
2008,1100700,3491,1833.2,20.2,1383.6,0,0,274.2,0
2009,1100700,3491,1858.4,25.2,1349.6,8.8,0,274.2,0
2010,1100700,3491,1878.7,20.3,1338.1,0,0,274.2,0
2011,1100700,3491,1906,27.4,1310.8,0,0,274.2,0
2012,1100700,3491,1919.9,13.8,1273.1,23.8,0,274.2,0
2013,1100700,3491,1957.5,37.6,1259.3,0,0,274.2,0
2014,1100700,3491,1975.1,17.6,1241.7,0,0,274.2,0
2015,1100700,3491,1996.1,20.9,1177.7,43,0,274.2,0
2016,1100700,3491,2029.7,33.7,1187.1,0,0,274.2,0
2017,1100700,3491,2057.2,27.4,1159.6,0,0,274.2,0
2018,1100700,3491,2079.7,22.4,1137.1,0,0,274.2,0
2019,1100700,3491,2094.7,15,1122.1,0,0,274.2,0
2020,1100700,3491,2108.9,14.2,1107.9,0,0,274.2,0
2000,1100809,6931,1039.1,,5510.8,0,0.2,0,380.9
2001,1100809,6931,1089,49.9,5460.9,0,0.2,0,380.9
2002,1100809,6931,1178.5,89.5,5371.4,0,0.2,0,380.9
2003,1100809,6931,1261,82.5,5288.9,0,0.2,0,380.9
2004,1100809,6931,1383.9,122.9,5166,0,0.2,0,380.9
2005,1100809,6931,1588.4,204.6,4961.5,0,0.2,0,380.9
2006,1100809,6931,1652.5,64.1,4897.4,0,0.2,0,380.9
2007,1100809,6931,1701.1,48.5,4837.1,11.7,0.2,0,380.9
2008,1100809,6931,1750.2,49.1,4799.7,0,0.2,0,380.9
2009,1100809,6931,1762.7,12.5,4787.2,0,0.2,0,380.9
2010,1100809,6931,1775.2,12.5,4773.5,1.2,0.2,0,380.9
2011,1100809,6931,1793.7,18.4,4756.2,0,0.2,0,380.9
2012,1100809,6931,1811.7,18.1,4738.2,0,0.2,0,380.9
2013,1100809,6931,1860,48.3,4689.9,0,0.2,0,380.9
2014,1100809,6931,1901.4,41.3,4648.5,0,0.2,0,380.9
2015,1100809,6931,1949.3,48,4600.8,0,0,0,380.9
2016,1100809,6931,2047.7,98.4,4502.4,0,0,0,380.9
2017,1100809,6931,2154.4,106.7,4395.7,0,0,0,380.9
2018,1100809,6931,2257.9,103.6,4292.1,0,0,0,381
2019,1100809,6931,2364.3,106.4,4185.7,0,0,0,381
2020,1100809,6931,2479.8,115.5,4070.2,0,0,0,381
2000,1100908,901,665.3,,232.6,0,0,0.6,2.5
2001,1100908,901,676.1,10.8,221.8,0,0,0.6,2.5
2002,1100908,901,682.9,6.8,215,0,0,0.6,2.5
2003,1100908,901,694.7,11.8,203.2,0,0,0.6,2.5
2004,1100908,901,700.3,5.6,197.6,0,0,0.6,2.5
2005,1100908,901,709.5,9.2,188.4,0,0,0.6,2.5
2006,1100908,901,710.5,1,187.4,0,0,0.6,2.5
2007,1100908,901,711.4,0.8,186.5,0,0,0.6,2.5
2008,1100908,901,716.6,5.2,181.3,0,0,0.6,2.5
2009,1100908,901,717.2,0.6,180.7,0,0,0.6,2.5
2010,1100908,901,717.2,0,155.3,25.4,0,0.6,2.5
2011,1100908,901,718,0.8,179.9,0,0,0.6,2.5
2012,1100908,901,718,0,179.9,0,0,0.6,2.5
2013,1100908,901,718.3,0.3,179.6,0,0,0.6,2.5
2014,1100908,901,719.5,1.2,178.4,0,0,0.6,2.5
2015,1100908,901,721.1,1.6,176.8,0,0,0.6,2.5
2016,1100908,901,726.1,5,171.8,0,0,0.6,2.5
2017,1100908,901,730.4,4.2,167.5,0,0,0.6,2.5
2018,1100908,901,732.1,1.8,165.8,0,0,0.6,2.5
2019,1100908,901,733.9,1.8,164,0,0,0.6,2.5
2020,1100908,901,735.4,1.5,162.5,0,0,0.6,2.5
2000,1100924,5164,2127.8,,2707.4,0,0,328.4,0.4
2001,1100924,5164,2174.8,47,2660.4,0,0,328.4,0.4
2002,1100924,5164,2223,48.3,2612.2,0,0,328.4,0.4
2003,1100924,5164,2414.3,191.3,2420.9,0,0,328.4,0.4
2004,1100924,5164,2500.5,86.2,2334.7,0,0,328.4,0.4
2005,1100924,5164,2586.4,86,2248.8,0,0,328.4,0.4
2006,1100924,5164,2594.4,8,2240.8,0,0,328.4,0.4
2007,1100924,5164,2607.7,13.3,2227.5,0,0,328.4,0.4
2008,1100924,5164,2625.6,17.9,2209.6,0,0,328.4,0.4
2009,1100924,5164,2631.5,5.9,2203.7,0,0,328.4,0.4
2010,1100924,5164,2634.8,3.3,2200.4,0,0,328.4,0.4
2011,1100924,5164,2639.1,4.3,2196.1,0,0,328.4,0.4
2012,1100924,5164,2656.9,17.8,2172.8,5.5,0,328.4,0.4
2013,1100924,5164,2662,5.1,2173.2,0,0,328.4,0.4
2014,1100924,5164,2667.3,5.3,2166.6,1.3,0,328.4,0.4
2015,1100924,5164,2671.9,4.6,2163.3,0,0,328.4,0.4
2016,1100924,5164,2680.7,8.8,2154.5,0,0,328.4,0.4
2017,1100924,5164,2690.6,9.9,2144.6,0,0,328.4,0.4
2018,1100924,5164,2700.4,9.7,2134.8,0,0,328.4,0.4
2019,1100924,5164,2715.6,15.2,2119.6,0,0,328.4,0.4
2020,1100924,5164,2728.2,12.6,2107,0,0,328.4,0.4
2000,1100940,3904,641.8,,3259.9,0,0.2,0,2.1
2001,1100940,3904,722.4,80.6,3179.3,0,0.2,0,2.1
2002,1100940,3904,796.9,74.5,3104.8,0,0.2,0,2.1
2003,1100940,3904,913.6,116.7,2988.1,0,0.2,0,2.1
2004,1100940,3904,1055.8,142.2,2845.9,0,0.2,0,2.1
2005,1100940,3904,1194,138.2,2707.7,0,0.2,0,2.1
2006,1100940,3904,1248,54,2647.6,6.1,0.2,0,2.1
2007,1100940,3904,1316.5,68.5,2585.2,0,0.2,0,2.1
2008,1100940,3904,1365.8,49.4,2535.8,0,0.3,0,2.1
2009,1100940,3904,1396.4,30.6,2505.3,0,0.2,0,2.1
2010,1100940,3904,1431,34.7,2470.7,0,0.2,0,2.1
2011,1100940,3904,1479.3,48.3,2417.2,5.2,0.2,0,2.1
2012,1100940,3904,1536.2,56.9,2364.6,0.7,0.4,0,2.1
2013,1100940,3904,1591.5,55.3,2310.2,0,0.2,0,2.1
2014,1100940,3904,1632.2,40.6,2268,1.4,0.3,0,2.1
2015,1100940,3904,1697.9,65.8,2204,0,0,0,2.1
2016,1100940,3904,1783.8,85.9,2118.1,0,0,0,2.1
2017,1100940,3904,1870.9,87.1,2031,0,0,0,2.1
2018,1100940,3904,1944.2,73.2,1957.6,0,0,0,2.2
2019,1100940,3904,2059.7,115.5,1842.1,0,0,0,2.2
2020,1100940,3904,2161.7,102,1740.1,0,0,0,2.2
2000,1101005,5131,1132.8,,3806.8,0,0,191.4,0
2001,1101005,5131,1171.2,38.4,3768.4,0,0,191.4,0
2002,1101005,5131,1209.4,38.2,3730.2,0,0,191.4,0
2003,1101005,5131,1243.1,33.7,3696.5,0,0,191.4,0
2004,1101005,5131,1265.9,22.8,3673.7,0,0,191.4,0
2005,1101005,5131,1313.8,47.9,3625.8,0,0,191.4,0
2006,1101005,5131,1322.8,9,3593.4,23.4,0,191.4,0
2007,1101005,5131,1341.2,18.4,3536.9,61.5,0,191.4,0
2008,1101005,5131,1345.2,4,3594.4,0,0,191.4,0
2009,1101005,5131,1350.1,4.9,3579.5,10,0,191.4,0
2010,1101005,5131,1351.2,1.1,3588.4,0,0,191.4,0
2011,1101005,5131,1353.4,2.2,3585,1.2,0,191.4,0
2012,1101005,5131,1354.9,1.5,3582.5,2.2,0,191.4,0
2013,1101005,5131,1358.9,4,3577.8,2.9,0,191.4,0
2014,1101005,5131,1360.8,1.9,3578.8,0,0,191.4,0
2015,1101005,5131,1364.5,3.7,3568.9,6.2,0,191.4,0
2016,1101005,5131,1368.7,4.3,3570.9,0,0,191.4,0
2017,1101005,5131,1375.4,6.7,3564.2,0,0,191.4,0
2018,1101005,5131,1380.6,4.8,3559,0,0,191.4,0
2019,1101005,5131,1386.4,5.8,3553.2,0,0,191.4,0
2020,1101005,5131,1392.1,5.7,3547.5,0,0,191.4,0
2000,1101104,4132,634.5,,3287.6,0,0.3,2.5,207.1
2001,1101104,4132,654.9,20.4,3267.2,0,0.3,2.5,207.1
2002,1101104,4132,676.7,21.8,3245.4,0,0.3,2.5,207.1
2003,1101104,4132,697.9,21.2,3224.2,0,0.3,2.5,207.1
2004,1101104,4132,737,39.1,3185.1,0,0.3,2.5,207.1
2005,1101104,4132,787.9,50.9,3134.2,0,0.3,2.5,207.1
2006,1101104,4132,815.3,27.4,3106.8,0,0.3,2.5,207.1
2007,1101104,4132,835.3,20,3086.8,0,0.3,2.5,207.1
2008,1101104,4132,856.3,20.9,3065.8,0,0.3,2.5,207.1
2009,1101104,4132,860.3,4,3061.8,0,0.3,2.5,207.1
2010,1101104,4132,863.5,3.2,3058.6,0,0.3,2.5,207.1
2011,1101104,4132,877.7,14.2,3044.4,0,0.3,2.5,207.1
2012,1101104,4132,890.4,12.6,3031.6,0,0.4,2.5,207.1
2013,1101104,4132,907.2,16.9,3014.9,0,0.3,2.5,207.1
2014,1101104,4132,916.3,9,2914.1,91.7,0.3,2.5,207.1
2015,1101104,4132,925.2,8.9,2997.2,0,0,2.5,207.1
2016,1101104,4132,941.6,16.4,2980.8,0,0,2.5,207.1
2017,1101104,4132,955.8,14.2,2966.6,0,0,2.5,207.1
2018,1101104,4132,972.7,17,2949.7,0,0,2.5,207.1
2019,1101104,4132,987.8,15.1,2934.6,0,0,2.5,207.1
2020,1101104,4132,1001.4,13.6,2921,0,0,2.5,207.1
2000,1101203,804,676.7,,127.3,0,0,0,0
2001,1101203,804,681,4.3,123,0,0,0,0
2002,1101203,804,687.4,6.4,116.6,0,0,0,0
2003,1101203,804,691.7,4.3,112.3,0,0,0,0
2004,1101203,804,697.3,5.5,106.7,0,0,0,0
2005,1101203,804,702.5,5.2,101.5,0,0,0,0
2006,1101203,804,705,2.6,99,0,0,0,0
2007,1101203,804,705.8,0.8,98.2,0,0,0,0
2008,1101203,804,709.3,3.5,94.7,0,0,0,0
2009,1101203,804,710.1,0.8,93.9,0,0,0,0
2010,1101203,804,710.3,0.2,93.7,0,0,0,0
2011,1101203,804,710.6,0.3,93.4,0,0,0,0
2012,1101203,804,711.3,0.7,92.7,0,0,0,0
2013,1101203,804,711.4,0.1,92.6,0,0,0,0
2014,1101203,804,711.9,0.5,92.1,0,0,0,0
2015,1101203,804,712.2,0.3,91.8,0,0,0,0
2016,1101203,804,712.5,0.2,91.5,0,0,0,0
2017,1101203,804,714.3,1.8,89.7,0,0,0,0
2018,1101203,804,714.9,0.7,88.9,0.2,0,0,0
2019,1101203,804,716.2,1.2,87.8,0,0,0,0
2020,1101203,804,717.1,0.9,86.9,0,0,0,0
2000,1101302,1205,547.7,,442.9,0,0.1,214.3,0
2001,1101302,1205,561.3,13.6,429.3,0,0.1,214.3,0
2002,1101302,1205,573.2,11.9,417.4,0,0.1,214.3,0
2003,1101302,1205,585,11.8,405.6,0,0.1,214.3,0
2004,1101302,1205,604.5,19.5,386.1,0,0.1,214.3,0
2005,1101302,1205,616.9,12.4,373.7,0,0.1,214.3,0
2006,1101302,1205,620.8,3.9,369.8,0,0.1,214.3,0
2007,1101302,1205,623.8,3,366.8,0,0.1,214.3,0
2008,1101302,1205,629.2,5.4,361.4,0,0.1,214.3,0
2009,1101302,1205,630.9,1.7,359.7,0,0.1,214.3,0
2010,1101302,1205,631.1,0.3,359.6,0,0,214.3,0
2011,1101302,1205,631.7,0.6,358.8,0.2,0,214.3,0
2012,1101302,1205,634.5,2.9,356,0.1,0.1,214.3,0
2013,1101302,1205,635.9,1.4,353.3,1.5,0,214.3,0
2014,1101302,1205,637.3,1.4,353.3,0,0.1,214.3,0
2015,1101302,1205,640.1,2.8,350.6,0,0,214.3,0
2016,1101302,1205,643.1,2.9,347.6,0,0,214.3,0
2017,1101302,1205,647.5,4.5,343.2,0,0,214.3,0
2018,1101302,1205,652.1,4.5,338.6,0,0,214.3,0
2019,1101302,1205,660.1,8,330.6,0,0,214.3,0
2020,1101302,1205,667.3,7.3,323.4,0,0,214.3,0
2000,1101401,1955,1007.3,,903,0,0,44.7,0
2001,1101401,1955,1061.6,54.3,848.7,0,0,44.7,0
2002,1101401,1955,1151.3,89.7,759,0,0,44.7,0
2003,1101401,1955,1171.2,19.9,739.1,0,0,44.7,0
2004,1101401,1955,1220.2,49,690.1,0,0,44.7,0
2005,1101401,1955,1288.8,68.6,621.5,0,0,44.7,0
2006,1101401,1955,1301.7,12.9,607.5,1.1,0,44.7,0
2007,1101401,1955,1338.7,36.9,571.6,0,0,44.7,0
2008,1101401,1955,1345.4,6.7,564.9,0,0,44.7,0
2009,1101401,1955,1352.6,7.2,557.7,0,0,44.7,0
2010,1101401,1955,1357.7,5.1,552.6,0,0,44.7,0
2011,1101401,1955,1368.3,10.6,542,0,0,44.7,0
2012,1101401,1955,1377,8.7,533.3,0,0,44.7,0
2013,1101401,1955,1403.2,26.2,507.1,0,0,44.7,0
2014,1101401,1955,1417.2,14,493.1,0,0,44.7,0
2015,1101401,1955,1431.2,14.1,477.3,1.8,0,44.7,0
2016,1101401,1955,1453.7,22.5,456.6,0,0,44.7,0
2017,1101401,1955,1472.2,18.5,438.1,0,0,44.7,0
2018,1101401,1955,1489.5,17.2,420.8,0,0,44.7,0
2019,1101401,1955,1500.3,10.8,410,0,0,44.7,0
2020,1101401,1955,1514.7,14.5,395.6,0,0,44.7,0
2000,1101435,815,635.3,,175.6,0,0.1,4,0
2001,1101435,815,650.8,15.5,160.1,0,0.1,4,0
2002,1101435,815,660.6,9.8,150.3,0,0.1,4,0
2003,1101435,815,673,12.4,137.9,0,0.1,4,0
2004,1101435,815,683.1,10.1,127.8,0,0.1,4,0
2005,1101435,815,685.9,2.9,125,0,0.1,4,0
2006,1101435,815,688,2.1,122.9,0,0.1,4,0
2007,1101435,815,688.9,0.8,122,0,0.1,4,0
2008,1101435,815,693.3,4.5,117.6,0,0.1,4,0
2009,1101435,815,695.3,2,115.6,0,0.1,4,0
